fincampo,C's [40dB],C's [Celeste Tel],C's [CIS],C's [DYM],C's [GAD3],C's [GESOP],C's [IMOP Insights],C's [Invymark],C's [Ipsos],C's [Metroscopia],C's [NC Report],C's [Sigma Dos],C's [Simple Lógica],C's [Sociométrica],Más País [40dB],Más País [Celeste Tel],Más País [CIS],Más País [DYM],Más País [GAD3],Más País [GESOP],Más País [IMOP Insights],Más País [Invymark],Más País [Ipsos],Más País [Metroscopia],Más País [NC Report],Más País [Sigma Dos],Más País [Simple Lógica],Más País [Sociométrica],PP [40dB],PP [Celeste Tel],PP [CIS],PP [DYM],PP [GAD3],PP [GESOP],PP [IMOP Insights],PP [Invymark],PP [Ipsos],PP [Metroscopia],PP [NC Report],PP [Sigma Dos],PP [Simple Lógica],PP [Sociométrica],PSOE [40dB],PSOE [Celeste Tel],PSOE [CIS],PSOE [DYM],PSOE [GAD3],PSOE [GESOP],PSOE [IMOP Insights],PSOE [Invymark],PSOE [Ipsos],PSOE [Metroscopia],PSOE [NC Report],PSOE [Sigma Dos],PSOE [Simple Lógica],PSOE [Sociométrica],UP [40dB],UP [Celeste Tel],UP [CIS],UP [DYM],UP [GAD3],UP [GESOP],UP [IMOP Insights],UP [Invymark],UP [Ipsos],UP [Metroscopia],UP [NC Report],UP [Sigma Dos],UP [Simple Lógica],UP [Sociométrica],Vox [40dB],Vox [Celeste Tel],Vox [CIS],Vox [DYM],Vox [GAD3],Vox [GESOP],Vox [IMOP Insights],Vox [Invymark],Vox [Ipsos],Vox [Metroscopia],Vox [NC Report],Vox [Sigma Dos],Vox [Simple Lógica],Vox [Sociométrica],fincampo_match,C's (media),Más País (media),PP (media),PSOE (media),UP (media),Vox (media),PSOE (28-A),PP (28-A),C's (28-A),UP (28-A),Vox (28-A)
2019-08-09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-09,14.03234481366205,null,19.10314941301339,31.64408106111595,13.360634439045668,8.327080658503329,null,null,null,null,null
2019-08-07,null,14.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.2,null,null,null,null,null,null,null,null,null,null,null,null,null,30.9,null,null,null,null,null,null,null,null,null,null,null,null,null,13.4,null,null,null,null,null,null,null,null,null,null,null,null,null,8.3,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-07,14.03234481366205,null,19.10314941301339,31.64408106111595,13.360634439045668,8.327080658503329,null,null,null,null,null
2019-08-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-06,14.094378079526052,null,19.00067688711983,31.713681445149934,13.345420984414536,8.305873274244345,null,null,null,null,null
2019-08-05,null,null,null,null,null,null,null,null,null,null,null,null,14.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17.2,null,null,null,null,null,null,null,null,null,null,null,null,null,31.4,null,null,null,null,null,null,null,null,null,null,null,null,null,13.8,null,null,null,null,null,null,null,null,null,null,null,null,null,11,null,2019-08-05,14.094378079526052,null,19.00067688711983,31.713681445149934,13.345420984414536,8.305873274244345,null,null,null,null,null
2019-08-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-08-04,14.129278925034582,null,18.889016121864984,31.81545596292222,13.340121449474617,8.290404565365515,null,null,null,null,null
2019-08-02,null,null,null,null,null,null,null,12.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,null,null,null,null,null,null,null,null,null,null,null,null,null,36.1,null,null,null,null,null,null,null,null,null,null,null,null,null,12.3,null,null,null,null,null,null,null,null,null,null,null,null,null,6.5,null,null,null,null,null,null,2019-08-02,14.140563899993849,null,18.700911109361186,32.00457435760439,13.340665523971914,8.294126299395934,null,null,null,null,null
2019-07-31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-31,14.138075666248568,null,18.44023676749505,32.26867821473825,13.342882005051077,8.314519206421187,null,null,null,null,null
2019-07-29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-29,14.129382164151915,null,18.1704575030651,32.545861699919364,13.345651370788858,8.337195496235596,null,null,null,null,null
2019-07-27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-27,14.122051334057062,null,17.955037722869857,32.77421897874324,13.347854099262014,8.347767378633499,null,null,null,null,null
2019-07-26,null,null,null,null,null,null,null,null,null,null,null,null,null,16.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.2,null,null,null,null,null,null,null,null,null,null,null,null,null,29.3,null,null,null,null,null,null,null,null,null,null,null,null,null,14.3,null,null,null,null,null,null,null,null,null,null,null,null,null,8.7,2019-07-26,14.122051334057062,null,17.955037722869857,32.77421897874324,13.347854099262014,8.347767378633499,null,null,null,null,null
2019-07-24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-24,14.117567443026203,null,17.842136281554012,32.910086580130596,13.348708920417895,8.335467771955452,null,null,null,null,null
2019-07-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-22,14.091351208799301,null,17.78493382285427,33.013859417360855,13.349250737001306,8.311760972891319,null,null,null,null,null
2019-07-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-20,14.04718124176724,null,17.764686777638204,33.09901495823152,13.349477812054381,8.281121144643214,null,null,null,null,null
2019-07-19,null,null,null,null,null,null,null,12.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.1,null,null,null,null,null,null,null,null,null,null,null,null,null,36.7,null,null,null,null,null,null,null,null,null,null,null,null,null,12.5,null,null,null,null,null,null,null,null,null,null,null,null,null,7.3,null,null,null,null,null,null,2019-07-19,14.04718124176724,null,17.764686777638204,33.09901495823152,13.349477812054381,8.281121144643214,null,null,null,null,null
2019-07-18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-18,13.99369578096716,null,17.772088287311735,33.16691589183739,13.349153029097907,8.245767620491284,null,null,null,null,null
2019-07-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-16,13.93953306543619,null,17.79783149328076,33.21892490727326,13.348039271652665,8.207919733715675,null,null,null,null,null
2019-07-13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-13,13.893331334211403,null,17.832609536951267,33.25640469363397,13.34589942323944,8.169796817596474,null,null,null,null,null
2019-07-11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-11,13.863728826330108,null,17.867115559729033,33.280717940014206,13.342496367379022,8.13361820541396,null,null,null,null,null
2019-07-09,null,null,null,null,null,null,null,null,null,null,null,null,13.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17.9,null,null,null,null,null,null,null,null,null,null,null,null,null,32.7,null,null,null,null,null,null,null,null,null,null,null,null,null,15.2,null,null,null,null,null,null,null,null,null,null,null,null,null,9.3,null,2019-07-09,13.85936378082934,null,17.892042703020024,33.293227335508824,13.337592987592192,8.101603230448212,null,null,null,null,null
2019-07-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-07,13.888874436746251,null,17.89808410823016,33.29529556921265,13.33095216739974,8.075971225979384,null,null,null,null,null
2019-07-06,null,null,null,null,null,null,null,13.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.5,null,null,null,null,null,null,null,null,null,null,null,null,null,36.6,null,null,null,null,null,null,null,null,null,null,null,null,null,12.9,null,null,null,null,null,null,null,null,null,null,null,null,null,7.6,null,null,null,null,null,null,2019-07-06,13.888874436746251,null,17.89808410823016,33.29529556921265,13.33095216739974,8.075971225979384,null,null,null,null,null
2019-07-05,null,14.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.9,null,null,null,null,null,null,null,null,null,null,null,null,null,31.2,null,null,null,null,null,null,null,null,null,null,null,null,null,13.2,null,null,null,null,null,null,null,null,null,null,null,null,null,8.4,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-05,13.957655602170387,null,17.878400404406854,33.286013392507314,13.32167540839058,8.060341765687426,null,null,null,null,null
2019-07-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-07-03,14.033870179394244,null,17.856539419182972,33.24258085420702,13.303059909267752,8.069438543947127,null,null,null,null,null
2019-06-30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-30,14.112757325204944,null,17.839755090106934,33.16990795150638,13.277655595154949,8.095923806958185,null,null,null,null,null
2019-06-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-28,14.20133735851764,null,17.826832203392517,33.08215954284325,13.250842553013616,8.126184516881535,null,null,null,null,null
2019-06-26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-26,14.306630598247478,null,17.81655554525348,32.99350048665553,13.22800086980521,8.146607635878125,null,null,null,null,null
2019-06-24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-24,14.435657363309605,null,17.80770990190359,32.91809564138108,13.214510632491178,8.143580126108883,null,null,null,null,null
2019-06-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-22,14.595437972619175,null,17.799080059556616,32.870109865457806,13.215751928032974,8.103488949734754,null,null,null,null,null
2019-06-21,null,null,null,null,null,null,null,null,null,null,null,13.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.4,null,null,null,null,null,null,null,null,null,null,null,null,null,32.6,null,null,null,null,null,null,null,null,null,null,null,null,null,13.2,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,2019-06-21,14.595437972619175,null,17.799080059556616,32.870109865457806,13.215751928032974,8.103488949734754,null,null,null,null,null
2019-06-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-20,14.788677447550281,null,17.79131003257407,32.85590885529516,13.234236259168808,8.019557224230121,null,null,null,null,null
2019-06-19,null,null,null,null,16.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.6,null,null,null,null,null,null,null,null,null,null,null,null,null,30.8,null,null,null,null,null,null,null,null,null,null,null,null,null,13,null,null,null,null,null,null,null,null,null,null,null,null,null,5.6,null,null,null,null,null,null,null,null,null,2019-06-19,14.788677447550281,null,17.79131003257407,32.85590885529516,13.234236259168808,8.019557224230121,null,null,null,null,null
2019-06-18,null,null,null,null,null,null,null,null,null,null,14.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.2,null,null,null,null,null,null,null,null,null,null,null,null,null,30.5,null,null,null,null,null,null,null,null,null,null,null,null,null,12.7,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,null,2019-06-18,14.788677447550281,null,17.79131003257407,32.85590885529516,13.234236259168808,8.019557224230121,null,null,null,null,null
2019-06-17,null,null,null,null,null,null,null,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.1,null,null,null,null,null,null,null,null,null,null,null,null,null,35.9,null,null,null,null,null,null,null,null,null,null,null,null,null,12.9,null,null,null,null,null,null,null,null,null,null,null,null,null,8.1,null,null,null,null,null,null,2019-06-17,14.996686926387364,null,17.791114368556418,32.839468881724656,13.256599759679435,7.924175535948489,null,null,null,null,null
2019-06-15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-15,15.22978519132009,null,17.79059850061964,32.83233780514898,13.28677078920716,7.809217595055778,null,null,null,null,null
2019-06-13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-13,15.480368028269185,null,17.798072543586716,32.82225961772814,13.320671836386717,7.681889313783603,null,null,null,null,null
2019-06-11,null,14.6,null,null,null,null,null,null,null,null,null,null,19.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.4,null,null,null,null,null,null,null,null,null,null,15.7,null,null,30.6,null,null,null,null,null,null,null,null,null,null,32,null,null,13.2,null,null,null,null,null,null,null,null,null,null,13.4,null,null,8.7,null,null,null,null,null,null,null,null,null,null,8.9,null,2019-06-11,15.750430954515064,null,17.805947275790917,32.815251756018675,13.35996341431786,7.541960190597315,null,null,null,null,null
2019-06-09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-09,16.04174823288873,null,17.8100735600815,32.815685122361735,13.405992678406545,7.3881488466245555,null,null,null,null,null
2019-06-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-06,16.352526820516854,null,17.815549091519276,32.81966569415164,13.457712979614215,7.220714221231707,null,null,null,null,null
2019-06-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-04,16.68260291951051,null,17.822494305379497,32.82695778909785,13.515036257292714,7.03982518935012,null,null,null,null,null
2019-06-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-06-02,17.031852090083714,null,17.830917011899324,32.837415275196214,13.57789896736704,6.845642258134893,null,null,null,null,null
2019-05-31,null,null,null,null,null,null,null,15.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.4,null,null,null,null,null,null,null,null,null,null,null,null,null,33.6,null,null,null,null,null,null,null,null,null,null,null,null,null,13.3,null,null,null,null,null,null,null,null,null,null,null,null,null,8.4,null,null,null,null,null,null,2019-05-31,17.400149892450468,null,17.840825021315908,32.85089202044262,13.646237565762172,6.638325934741123,null,null,null,null,null
2019-05-29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-29,17.78737188682478,null,17.85222614386641,32.867241892832915,13.7199885084031,6.418036726323906,null,null,null,null,null
2019-05-27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-27,18.19339363342066,null,17.86512818978798,32.886318760362975,13.799088251214812,6.18493514003834,null,null,null,null,null
2019-05-24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-24,18.618090692452842,null,17.879538969317817,32.9079764910287,13.88347325012244,5.939181683039103,null,null,null,null,null
2019-05-22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-22,19.061338624133924,null,17.895466292693023,32.932068952825894,13.973079961050693,5.680936862482113,null,null,null,null,null
2019-05-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-20,19.523012988678587,null,17.912917970150772,32.958450013750436,14.067844839924687,5.410361185522065,null,null,null,null,null
2019-05-18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-18,20.00298934630086,null,17.931901811928228,32.9869735417982,14.167704342669419,5.127615159314059,null,null,null,null,null
2019-05-16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2019-05-16,20.501143257214746,null,17.952425628262546,33.01749340496505,14.272594925209866,4.832859291013192,null,null,null,null,null
2019-05-14,null,null,null,null,null,null,null,null,null,null,null,null,21.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.8,null,null,null,null,null,null,null,null,null,null,null,null,null,33.7,null,null,null,null,null,null,null,null,null,null,null,null,null,14.8,null,null,null,null,null,null,null,null,null,null,null,null,null,3.2,null,2019-05-14,21.01735028163425,null,17.974497229390888,33.04986347124687,14.382453043471028,4.526254087774561,null,null,null,null,null
2019-04-28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.7,16.7,15.9,14.3,10.2
2019-04-20,null,15.1,null,null,null,null,null,15.3,null,null,null,null,null,15.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.5,null,null,null,null,null,20.4,null,null,null,null,null,18.2,null,28.9,null,null,null,null,null,28.1,null,null,null,null,null,29.5,null,13.5,null,null,null,null,null,13,null,null,null,null,null,13.6,null,7.9,null,null,null,null,null,12.7,null,null,null,null,null,12.6,2019-04-20,14.9711467161839,null,20.501970816460833,29.193841745259387,13.275938798430898,11.196155798612905,null,null,null,null,null
2019-04-19,null,null,null,null,13.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.1,null,null,null,null,null,null,null,null,null,null,null,null,null,31.5,null,null,null,null,null,null,null,null,null,null,null,null,null,12.1,null,null,null,null,null,null,null,null,null,null,null,null,null,11.4,null,null,null,null,null,null,null,null,null,2019-04-19,14.9711467161839,null,20.501970816460833,29.193841745259387,13.275938798430898,11.196155798612905,null,null,null,null,null
2019-04-18,14.1,null,null,null,null,null,15.1,null,null,null,null,null,null,15.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17.8,null,null,null,null,null,19.8,null,null,null,null,null,null,18.6,28.8,null,null,null,null,null,29.8,null,null,null,null,null,null,31,13.2,null,null,null,null,null,14.1,null,null,null,null,null,null,13.4,12.5,null,null,null,null,null,10,null,null,null,null,null,null,11,2019-04-18,15.004484173494014,null,20.0333850094707,29.565276425168314,13.055230330441878,10.83993737943737,null,null,null,null,null
2019-04-17,null,15.8,null,15.5,null,null,null,null,null,null,null,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.8,null,20.4,null,null,null,null,null,null,null,20.1,null,null,null,28.1,null,29,null,null,null,null,null,null,null,30.3,null,null,null,9.8,null,13.7,null,null,null,null,null,null,null,13.2,null,null,null,7.7,null,10.4,null,null,null,null,null,null,null,10.2,null,null,2019-04-17,14.98099864440501,null,19.887165637107955,29.81630781838717,12.943461675974921,10.585432744044457,null,null,null,null,null
2019-04-16,null,null,null,null,null,null,null,null,null,14.2,null,null,null,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.6,null,null,null,18.8,null,null,null,null,null,null,null,null,null,29.1,null,null,null,30.5,null,null,null,null,null,null,null,null,null,14.3,null,null,null,12.7,null,null,null,null,null,null,null,null,null,11.1,null,null,null,10.9,2019-04-16,14.956166409918923,null,20.139769579199417,29.85862648043979,12.922964110656379,10.360002423112011,null,null,null,null,null
